transaction_id,timestamp,account_id,payer_id,payee_id,amount,currency,merchant_category,country,channel,device_id,ip_hash,balance_before,balance_after,label,notes
tx0020,2025-10-01T08:11:00Z,acct_1278,user_1032,merc_9192,569.74,USD,grocery,CA,app,dev_s8,ip_8239,18389.35,17819.61,0,travel expense
tx0021,2025-10-01T09:13:00Z,acct_1096,user_1036,merc_9153,820.75,USD,books,US,web,dev_d10,ip_4034,11586.8,10766.05,0,travel expense
tx0022,2025-10-01T08:02:00Z,acct_1268,user_1162,merc_9067,3162.46,USD,airfare,US,mobile,dev_i7,ip_2145,13440.37,10277.91,0,normal grocery
tx0023,2025-10-01T09:10:00Z,acct_1235,user_1289,merc_9026,2.75,USD,clothing,US,web,dev_i3,ip_5719,17619.67,17616.92,1,repeated small micro-charges
tx0024,2025-10-01T09:32:00Z,acct_1155,user_1271,merc_9003,64.43,USD,digital_goods,RU,mobile,dev_e5,ip_1892,17796.46,17732.03,1,multiple quick purchases
tx0025,2025-10-01T08:43:00Z,acct_1176,user_1105,merc_9176,2767.53,USD,clothing,RU,mobile,dev_p5,ip_833,1864.12,-903.41,0,normal grocery
tx0026,2025-10-01T09:35:00Z,acct_1067,user_1135,merc_9042,1491.39,USD,clothing,DE,atm,dev_a2,ip_1233,18902.12,17410.73,0,normal grocery
tx0027,2025-10-01T09:31:00Z,acct_1299,user_1283,merc_9038,2496.05,USD,grocery,GB,web,dev_j6,ip_654,17980.51,15484.46,0,normal grocery
tx0028,2025-10-01T09:04:00Z,acct_1287,user_1209,merc_9159,82.2,USD,wire,US,web,dev_z3,ip_6756,515.23,433.03,1,multiple quick purchases
tx0029,2025-10-01T08:58:00Z,acct_1137,user_1082,merc_9180,3052.6,USD,grocery,US,atm,dev_p4,ip_3270,16335.4,13282.8,0,monthly subscription
tx0030,2025-10-01T09:25:00Z,acct_1013,user_1099,merc_9103,9811.52,USD,digital_goods,CA,mobile,dev_y5,ip_5754,12836.81,3025.29,0,travel expense
tx0031,2025-10-01T10:28:00Z,acct_1015,user_1060,merc_9067,6908.71,USD,grocery,US,mobile,dev_d10,ip_7120,6926.83,18.12,1,near-zero balance after transaction
tx0032,2025-10-01T10:40:00Z,acct_1098,user_1131,merc_9012,6642.71,USD,clothing,GB,app,dev_z9,ip_3229,7297.15,654.44,0,restaurant meal
tx0033,2025-10-01T08:45:00Z,acct_1161,user_1064,merc_9185,6649.63,USD,books,FR,mobile,dev_k7,ip_4845,11097.16,4447.53,0,book purchase
tx0034,2025-10-01T09:54:00Z,acct_1292,user_1155,merc_9104,3223.17,USD,subscription,NG,app,dev_j4,ip_7044,15719.46,12496.29,0,book purchase
tx0035,2025-10-01T08:07:00Z,acct_1110,user_1262,merc_9122,2342.91,USD,subscription,US,app,dev_q10,ip_5492,1885.88,-400.63,2,transaction exceeds balance
tx0036,2025-10-01T10:48:00Z,acct_1024,user_1126,merc_9122,3997.13,USD,crypto_exchange,IR,app,dev_n10,ip_3186,14372.55,10375.42,0,monthly subscription
tx0037,2025-10-01T08:35:00Z,acct_1003,user_1055,merc_9200,8483.52,USD,wire,GB,web,dev_z9,ip_7612,1023.36,-7460.16,0,book purchase
tx0038,2025-10-01T09:56:00Z,acct_1238,user_1272,merc_9144,8972.18,USD,crypto_exchange,IR,mobile,dev_t9,ip_6992,16614.77,7642.59,0,book purchase
tx0039,2025-10-01T08:21:00Z,acct_1133,user_1127,merc_9164,3359.14,USD,airfare,FR,atm,dev_i8,ip_1270,14276.63,10917.49,0,travel expense
tx0040,2025-10-01T09:40:00Z,acct_1071,user_1078,merc_9060,623.59,USD,airfare,GB,web,dev_c7,ip_6679,6631.01,6007.42,0,book purchase
tx0041,2025-10-01T11:09:00Z,acct_1300,user_1011,merc_9196,58.44,USD,crypto_exchange,IR,atm,dev_a6,ip_4893,15074.43,15015.99,1,multiple quick purchases
tx0042,2025-10-01T10:00:00Z,acct_1280,user_1113,merc_9125,4043.76,USD,books,US,mobile,dev_p1,ip_6372,6735.87,2692.11,0,monthly subscription
tx0043,2025-10-01T08:55:00Z,acct_1066,user_1274,merc_9007,2602.3,USD,digital_goods,GB,app,dev_u7,ip_2224,17339.69,14737.39,0,restaurant meal
tx0044,2025-10-01T08:58:00Z,acct_1233,user_1168,merc_9087,9999.08,USD,books,GB,mobile,dev_i2,ip_7706,407.28,-9591.8,0,restaurant meal
tx0045,2025-10-01T10:00:00Z,acct_1036,user_1021,merc_9194,1144.78,USD,airfare,US,web,dev_a10,ip_2497,4786.13,3641.35,0,monthly subscription
tx0046,2025-10-01T09:42:00Z,acct_1132,user_1189,merc_9043,6773.8,USD,wire,IR,app,dev_j2,ip_9482,533.05,-6240.75,0,book purchase
tx0047,2025-10-01T09:50:00Z,acct_1102,user_1039,merc_9152,2.39,USD,digital_goods,RU,web,dev_w5,ip_9838,16114.45,16112.06,1,repeated small micro-charges
tx0048,2025-10-01T11:02:00Z,acct_1190,user_1036,merc_9130,8915.86,USD,grocery,RU,mobile,dev_n8,ip_1730,8681.8,-234.06,0,book purchase
tx0049,2025-10-01T11:33:00Z,acct_1079,user_1223,merc_9046,86.65,USD,consulting,NG,mobile,dev_z9,ip_7922,9308.18,9221.53,1,multiple quick purchases
tx0050,2025-10-01T09:07:00Z,acct_1045,user_1143,merc_9116,2.42,USD,consulting,US,atm,dev_t7,ip_5512,593.43,591.01,1,repeated small micro-charges
tx0051,2025-10-01T10:46:00Z,acct_1175,user_1144,merc_9153,7581.89,USD,clothing,FR,app,dev_g2,ip_3955,14407.09,6825.2,0,book purchase
tx0052,2025-10-01T11:38:00Z,acct_1252,user_1230,merc_9005,5535.18,USD,airfare,US,mobile,dev_m4,ip_5017,13285.92,7750.74,0,restaurant meal
tx0053,2025-10-01T09:39:00Z,acct_1282,user_1170,merc_9091,7429.07,USD,subscription,DE,mobile,dev_i4,ip_1977,14431.26,7002.19,0,monthly subscription
tx0054,2025-10-01T10:21:00Z,acct_1111,user_1248,merc_9071,7080.48,USD,digital_goods,IR,mobile,dev_g5,ip_3728,7230.4,149.92,0,monthly subscription
tx0055,2025-10-01T10:10:00Z,acct_1024,user_1028,merc_9142,3407.72,USD,crypto_exchange,FR,web,dev_d1,ip_9406,5701.1,2293.38,0,normal grocery
tx0056,2025-10-01T09:01:00Z,acct_1245,user_1059,merc_9017,3039.05,USD,digital_goods,GB,atm,dev_s1,ip_2486,3000.97,-38.08,0,monthly subscription
tx0057,2025-10-01T08:31:00Z,acct_1286,user_1214,merc_9156,4288.87,USD,clothing,IR,web,dev_m8,ip_7254,5961.12,1672.25,0,travel expense
tx0058,2025-10-01T12:01:00Z,acct_1051,user_1107,merc_9161,4085.77,USD,digital_goods,US,mobile,dev_f4,ip_2848,11048.81,6963.04,0,travel expense
tx0059,2025-10-01T11:38:00Z,acct_1150,user_1017,merc_9060,6612.17,USD,crypto_exchange,FR,mobile,dev_c4,ip_4335,15760.8,9148.63,0,monthly subscription
tx0060,2025-10-01T10:28:00Z,acct_1059,user_1279,merc_9058,7489.83,USD,subscription,RU,web,dev_e2,ip_978,3335.14,-4154.69,0,travel expense
tx0061,2025-10-01T10:09:00Z,acct_1225,user_1064,merc_9120,8894.34,USD,subscription,FR,atm,dev_q9,ip_8091,8766.42,-127.92,0,restaurant meal
tx0062,2025-10-01T13:00:00Z,acct_1014,user_1047,merc_9059,9160.81,USD,subscription,RU,app,dev_s1,ip_2871,9420.61,259.8,0,monthly subscription
tx0063,2025-10-01T11:26:00Z,acct_1224,user_1252,merc_9024,6937.04,USD,books,DE,mobile,dev_k6,ip_1714,17157.51,10220.47,0,restaurant meal
tx0064,2025-10-01T08:28:00Z,acct_1282,user_1019,merc_9117,17282.45,USD,subscription,US,mobile,dev_k2,ip_6623,17300.91,18.46,1,near-zero balance after transaction
tx0065,2025-10-01T09:03:00Z,acct_1097,user_1266,merc_9093,2881.0,USD,crypto_exchange,IR,atm,dev_y1,ip_3336,5355.78,2474.78,0,book purchase
tx0066,2025-10-01T09:19:00Z,acct_1015,user_1123,merc_9182,3776.97,USD,clothing,US,mobile,dev_a9,ip_6685,1882.32,-176.79,2,transaction exceeds balance
tx0067,2025-10-01T09:10:00Z,acct_1256,user_1150,merc_9131,9218.76,USD,crypto_exchange,FR,atm,dev_p4,ip_7484,11034.28,1815.52,0,travel expense
tx0068,2025-10-01T09:17:00Z,acct_1036,user_1142,merc_9198,14508.01,USD,clothing,GB,mobile,dev_i1,ip_4635,14526.5,18.49,1,near-zero balance after transaction
tx0069,2025-10-01T12:53:00Z,acct_1229,user_1276,merc_9124,1887.34,USD,clothing,CA,mobile,dev_y9,ip_6181,9117.79,7230.45,0,monthly subscription
tx0070,2025-10-01T12:14:00Z,acct_1197,user_1120,merc_9199,8207.65,USD,restaurant,GB,app,dev_x8,ip_6247,7733.85,-473.8,0,monthly subscription
tx0071,2025-10-01T08:39:00Z,acct_1019,user_1065,merc_9129,1442.41,USD,digital_goods,IR,mobile,dev_o2,ip_8618,18210.62,16768.21,0,monthly subscription
tx0072,2025-10-01T12:38:00Z,acct_1241,user_1136,merc_9087,8874.5,USD,digital_goods,IR,atm,dev_k9,ip_6227,19083.71,10209.21,0,book purchase
tx0073,2025-10-01T13:56:00Z,acct_1019,user_1036,merc_9061,2.77,USD,airfare,RU,mobile,dev_x2,ip_7111,19567.19,19564.42,1,repeated small micro-charges
tx0074,2025-10-01T09:28:00Z,acct_1154,user_1015,merc_9012,5659.71,USD,subscription,CA,app,dev_l6,ip_7057,2928.48,-2731.23,0,monthly subscription
tx0075,2025-10-01T11:59:00Z,acct_1090,user_1041,merc_9157,2554.01,USD,crypto_exchange,GB,web,dev_s3,ip_3805,9233.78,6679.77,0,normal grocery
tx0076,2025-10-01T12:08:00Z,acct_1148,user_1280,merc_9041,3021.91,USD,restaurant,US,atm,dev_s5,ip_6952,13812.46,10790.55,0,book purchase
tx0077,2025-10-01T13:52:00Z,acct_1055,user_1122,merc_9098,2745.53,USD,consulting,IR,mobile,dev_j5,ip_360,19559.33,16813.8,0,travel expense
tx0078,2025-10-01T13:22:00Z,acct_1026,user_1255,merc_9074,3.51,USD,airfare,US,mobile,dev_u4,ip_4107,13561.73,13558.22,1,repeated small micro-charges
tx0079,2025-10-01T11:08:00Z,acct_1021,user_1159,merc_9113,1322.47,USD,wire,US,mobile,dev_c5,ip_5353,14954.67,13632.2,0,travel expense
tx0080,2025-10-01T13:47:00Z,acct_1272,user_1257,merc_9070,753.92,USD,crypto_exchange,US,mobile,dev_z5,ip_5550,16088.57,15334.65,0,monthly subscription
tx0081,2025-10-01T11:16:00Z,acct_1204,user_1286,merc_9094,6723.74,USD,grocery,US,atm,dev_i9,ip_2025,9106.62,2382.88,0,travel expense
tx0082,2025-10-01T13:59:00Z,acct_1191,user_1056,merc_9173,633.11,USD,grocery,US,atm,dev_t9,ip_5375,18306.81,17673.7,0,book purchase
tx0083,2025-10-01T14:21:00Z,acct_1155,user_1210,merc_9030,43.39,USD,grocery,US,app,dev_j8,ip_1903,1961.9,1918.51,1,multiple quick purchases
tx0084,2025-10-01T11:48:00Z,acct_1277,user_1215,merc_9151,6903.12,USD,digital_goods,US,atm,dev_p10,ip_6687,18782.28,11879.16,0,monthly subscription
tx0085,2025-10-01T08:47:00Z,acct_1228,user_1121,merc_9093,1222.48,USD,clothing,US,mobile,dev_u6,ip_993,7974.83,6752.35,0,book purchase
tx0086,2025-10-01T10:00:00Z,acct_1109,user_1011,merc_9013,4.25,USD,wire,CA,web,dev_z10,ip_3363,1390.83,1386.58,1,repeated small micro-charges
tx0087,2025-10-01T08:08:00Z,acct_1169,user_1076,merc_9153,8664.61,USD,wire,US,mobile,dev_e9,ip_4107,15974.31,7309.7,0,monthly subscription
tx0088,2025-10-01T11:50:00Z,acct_1184,user_1122,merc_9151,7456.91,USD,wire,CA,app,dev_i1,ip_2077,14839.53,7382.62,0,book purchase
tx0089,2025-10-01T08:32:00Z,acct_1186,user_1263,merc_9152,15471.82,USD,clothing,US,atm,dev_h10,ip_711,14550.32,-18.95,2,transaction exceeds balance
tx0090,2025-10-01T10:21:00Z,acct_1246,user_1206,merc_9110,1484.19,USD,crypto_exchange,RU,app,dev_w8,ip_1205,17987.35,16503.16,0,monthly subscription
tx0091,2025-10-01T15:17:00Z,acct_1300,user_1281,merc_9183,7931.17,USD,consulting,CA,atm,dev_q5,ip_7434,10120.91,2189.74,0,normal grocery
tx0092,2025-10-01T11:12:00Z,acct_1283,user_1111,merc_9111,4268.21,USD,books,DE,web,dev_k8,ip_6533,8331.47,4063.26,0,restaurant meal
tx0093,2025-10-01T12:48:00Z,acct_1079,user_1243,merc_9018,5865.06,USD,digital_goods,US,app,dev_n2,ip_6106,16239.15,10374.09,0,travel expense
tx0094,2025-10-01T09:55:00Z,acct_1169,user_1063,merc_9106,2128.18,USD,grocery,CA,atm,dev_j10,ip_5120,7045.89,4917.71,0,book purchase
tx0095,2025-10-01T13:37:00Z,acct_1056,user_1180,merc_9143,12570.9,USD,subscription,NG,app,dev_s4,ip_7031,16906.2,4335.3,2,wire to high-risk country
tx0096,2025-10-01T14:20:00Z,acct_1137,user_1015,merc_9047,4008.44,USD,restaurant,FR,mobile,dev_l1,ip_2973,17399.86,13391.42,0,monthly subscription
tx0097,2025-10-01T13:06:00Z,acct_1016,user_1047,merc_9192,3244.5,USD,books,NG,web,dev_n8,ip_5586,3165.04,-79.46,0,travel expense
tx0098,2025-10-01T08:59:00Z,acct_1044,user_1027,merc_9040,2732.4,USD,digital_goods,US,app,dev_i8,ip_6948,9723.52,6991.12,0,travel expense
tx0099,2025-10-01T09:49:00Z,acct_1177,user_1221,merc_9029,11028.39,USD,clothing,FR,atm,dev_v5,ip_745,4425.96,-6602.43,2,large transfer to new payee
tx0100,2025-10-01T15:07:00Z,acct_1071,user_1131,merc_9075,2301.88,USD,grocery,CA,app,dev_p7,ip_2879,2601.13,299.25,0,travel expense
tx0101,2025-10-01T10:29:00Z,acct_1182,user_1037,merc_9102,7095.28,USD,grocery,US,atm,dev_o2,ip_5130,11523.67,4428.39,0,book purchase
tx0102,2025-10-01T12:29:00Z,acct_1059,user_1208,merc_9006,4357.33,USD,consulting,CA,web,dev_o6,ip_1444,8745.5,4388.17,0,book purchase
tx0103,2025-10-01T14:00:00Z,acct_1041,user_1203,merc_9080,5100.01,USD,restaurant,CA,web,dev_y3,ip_1252,10219.46,5119.45,0,restaurant meal
tx0104,2025-10-01T15:56:00Z,acct_1076,user_1121,merc_9027,1772.28,USD,airfare,US,mobile,dev_f10,ip_2505,15209.1,13436.82,0,book purchase
tx0105,2025-10-01T08:58:00Z,acct_1289,user_1297,merc_9115,7963.5,USD,restaurant,RU,mobile,dev_e8,ip_1119,9389.04,1425.54,0,travel expense
tx0106,2025-10-01T16:40:00Z,acct_1181,user_1260,merc_9019,8642.64,USD,crypto_exchange,FR,atm,dev_b1,ip_6042,16637.3,7994.66,0,normal grocery
tx0107,2025-10-01T15:42:00Z,acct_1197,user_1237,merc_9149,1509.46,USD,crypto_exchange,NG,app,dev_z10,ip_3085,6444.1,4934.64,0,normal grocery
tx0108,2025-10-01T14:37:00Z,acct_1053,user_1176,merc_9183,3639.62,USD,grocery,US,web,dev_h8,ip_7200,10490.89,6851.27,0,restaurant meal
tx0109,2025-10-01T10:34:00Z,acct_1210,user_1174,merc_9174,2520.71,USD,restaurant,IR,app,dev_c6,ip_1549,11168.1,8647.39,0,travel expense
tx0110,2025-10-01T10:11:00Z,acct_1171,user_1042,merc_9150,13199.47,USD,restaurant,RU,web,dev_j7,ip_2113,11908.92,-336.09,2,transaction exceeds balance
tx0111,2025-10-01T10:39:00Z,acct_1270,user_1048,merc_9166,6583.23,USD,clothing,RU,atm,dev_l1,ip_5941,6191.14,-1.01,2,transaction exceeds balance
tx0112,2025-10-01T10:50:00Z,acct_1040,user_1152,merc_9026,1809.28,USD,restaurant,NG,app,dev_y10,ip_2148,11952.98,10143.7,0,travel expense
tx0113,2025-10-01T11:19:00Z,acct_1225,user_1023,merc_9106,9656.0,USD,crypto_exchange,CA,web,dev_t5,ip_7356,4695.38,-4960.62,0,book purchase
tx0114,2025-10-01T08:54:00Z,acct_1189,user_1293,merc_9113,4.49,USD,books,DE,mobile,dev_q9,ip_6860,19326.04,19321.55,1,repeated small micro-charges
tx0115,2025-10-01T11:48:00Z,acct_1247,user_1191,merc_9142,8310.64,USD,subscription,US,app,dev_c3,ip_4470,8997.4,686.76,0,normal grocery
tx0116,2025-10-01T09:42:00Z,acct_1231,user_1179,merc_9007,2246.16,USD,books,GB,app,dev_q6,ip_3863,7735.6,5489.44,0,restaurant meal
tx0117,2025-10-01T11:41:00Z,acct_1172,user_1075,merc_9036,793.18,USD,crypto_exchange,US,mobile,dev_w3,ip_7686,8983.06,8189.88,0,restaurant meal
tx0118,2025-10-01T15:49:00Z,acct_1077,user_1281,merc_9187,4198.84,USD,digital_goods,IR,atm,dev_y5,ip_3894,6037.0,1838.16,0,travel expense
tx0119,2025-10-01T15:07:00Z,acct_1033,user_1057,merc_9128,3528.81,USD,clothing,IR,app,dev_s4,ip_2353,5839.61,2310.8,0,travel expense
tx0120,2025-10-01T14:23:00Z,acct_1096,user_1044,merc_9135,4701.88,USD,clothing,CA,app,dev_r9,ip_8317,11091.96,6390.08,0,book purchase
tx0121,2025-10-01T13:47:00Z,acct_1130,user_1009,merc_9092,444.31,USD,airfare,US,mobile,dev_x2,ip_9534,14709.04,14264.73,0,travel expense
tx0122,2025-10-01T13:24:00Z,acct_1090,user_1238,merc_9179,1995.5,USD,wire,DE,web,dev_c8,ip_606,5882.98,3887.48,0,normal grocery
tx0123,2025-10-01T14:17:00Z,acct_1159,user_1264,merc_9102,34.59,USD,subscription,NG,atm,dev_b4,ip_4688,7152.34,7117.75,1,multiple quick purchases
tx0124,2025-10-01T09:21:00Z,acct_1224,user_1205,merc_9191,3.91,USD,restaurant,DE,atm,dev_f8,ip_8152,7359.59,7355.68,1,repeated small micro-charges
tx0125,2025-10-01T14:00:00Z,acct_1221,user_1093,merc_9140,4261.73,USD,digital_goods,FR,mobile,dev_c6,ip_4844,6143.79,1882.06,0,book purchase
tx0126,2025-10-01T08:32:00Z,acct_1229,user_1022,merc_9187,5131.35,USD,subscription,CA,atm,dev_u1,ip_1230,13430.25,8298.9,0,monthly subscription
tx0127,2025-10-01T14:20:00Z,acct_1074,user_1225,merc_9009,6051.34,USD,airfare,US,app,dev_y6,ip_5934,7669.43,1618.09,0,book purchase
tx0128,2025-10-01T16:32:00Z,acct_1191,user_1228,merc_9196,1135.37,USD,clothing,US,web,dev_l7,ip_5151,12998.22,11862.85,0,monthly subscription
tx0129,2025-10-01T11:25:00Z,acct_1266,user_1199,merc_9144,9164.87,USD,subscription,US,mobile,dev_w8,ip_3516,19927.37,10762.5,0,book purchase
tx0130,2025-10-01T10:42:00Z,acct_1063,user_1070,merc_9019,2904.33,USD,crypto_exchange,DE,web,dev_c6,ip_5693,14196.62,11292.29,0,restaurant meal
tx0131,2025-10-01T15:59:00Z,acct_1090,user_1186,merc_9131,5540.66,USD,airfare,US,app,dev_z3,ip_3879,15811.65,10270.99,0,restaurant meal
tx0132,2025-10-01T13:25:00Z,acct_1283,user_1067,merc_9157,5749.43,USD,subscription,US,app,dev_m8,ip_8613,8227.69,2478.26,0,monthly subscription
tx0133,2025-10-01T16:51:00Z,acct_1038,user_1231,merc_9120,21627.82,USD,wire,RU,mobile,dev_y9,ip_9631,3655.62,-17972.2,2,large transfer to new payee
tx0134,2025-10-01T12:42:00Z,acct_1079,user_1156,merc_9043,6350.94,USD,airfare,US,mobile,dev_l9,ip_4654,16921.76,10570.82,0,travel expense
tx0135,2025-10-01T13:46:00Z,acct_1065,user_1156,merc_9158,6587.67,USD,clothing,NG,app,dev_u3,ip_9697,18833.31,12245.64,0,travel expense
tx0136,2025-10-01T12:57:00Z,acct_1289,user_1022,merc_9008,4980.88,USD,consulting,US,app,dev_i4,ip_9374,8343.4,3362.52,0,travel expense
tx0137,2025-10-01T18:22:00Z,acct_1155,user_1248,merc_9063,4644.96,USD,subscription,RU,atm,dev_o2,ip_982,3178.45,-1466.51,0,restaurant meal
tx0138,2025-10-01T15:41:00Z,acct_1074,user_1161,merc_9184,4665.26,USD,books,CA,mobile,dev_e6,ip_8438,11241.79,6576.53,0,restaurant meal
tx0139,2025-10-01T10:44:00Z,acct_1127,user_1073,merc_9025,4606.85,USD,books,RU,mobile,dev_t7,ip_4068,19254.46,14647.61,2,wire to high-risk country
tx0140,2025-10-01T18:12:00Z,acct_1256,user_1264,merc_9120,10225.61,USD,crypto_exchange,DE,mobile,dev_a2,ip_6443,10118.78,-359.6,2,transaction exceeds balance
tx0141,2025-10-01T17:36:00Z,acct_1241,user_1147,merc_9138,4006.42,USD,books,US,app,dev_e5,ip_5993,15281.86,11275.44,0,travel expense
tx0142,2025-10-01T09:40:00Z,acct_1100,user_1186,merc_9142,7573.27,USD,books,FR,app,dev_q8,ip_9009,5608.82,-1964.45,2,large transfer to new payee
tx0143,2025-10-01T16:06:00Z,acct_1202,user_1192,merc_9087,390.1,USD,wire,NG,mobile,dev_g10,ip_8342,8039.71,7649.61,0,restaurant meal
tx0144,2025-10-01T13:45:00Z,acct_1266,user_1234,merc_9039,8426.18,USD,restaurant,IR,web,dev_t6,ip_2663,7871.23,-554.95,0,travel expense
tx0145,2025-10-01T12:32:00Z,acct_1260,user_1261,merc_9137,12341.28,USD,crypto_exchange,NG,mobile,dev_a6,ip_5428,13482.65,1141.37,2,wire to high-risk country
tx0146,2025-10-01T11:16:00Z,acct_1297,user_1296,merc_9059,316.67,USD,wire,US,atm,dev_q10,ip_6230,2972.56,2655.89,0,normal grocery
tx0147,2025-10-01T20:03:00Z,acct_1010,user_1226,merc_9081,4716.58,USD,books,GB,web,dev_w4,ip_6724,10046.35,5329.77,0,normal grocery
tx0148,2025-10-01T14:03:00Z,acct_1071,user_1266,merc_9054,5331.74,USD,crypto_exchange,NG,mobile,dev_q7,ip_5141,19134.58,13802.84,0,travel expense
tx0149,2025-10-01T13:58:00Z,acct_1136,user_1248,merc_9050,38.53,USD,clothing,US,mobile,dev_j4,ip_4877,15428.06,15389.53,1,multiple quick purchases
tx0150,2025-10-01T11:40:00Z,acct_1287,user_1141,merc_9074,2175.87,USD,books,US,atm,dev_l3,ip_4759,860.49,-127.08,2,transaction exceeds balance
tx0151,2025-10-01T18:54:00Z,acct_1104,user_1276,merc_9070,9051.94,USD,wire,NG,mobile,dev_d10,ip_9615,4800.86,-4251.08,0,monthly subscription
tx0152,2025-10-01T11:25:00Z,acct_1120,user_1027,merc_9026,10071.52,USD,crypto_exchange,KP,mobile,dev_d3,ip_85,19291.08,9219.56,2,wire to high-risk country
tx0153,2025-10-01T11:01:00Z,acct_1148,user_1165,merc_9074,2.67,USD,digital_goods,RU,app,dev_u10,ip_3805,10712.34,10709.67,1,repeated small micro-charges
tx0154,2025-10-01T16:26:00Z,acct_1019,user_1204,merc_9127,14041.91,USD,grocery,US,mobile,dev_a5,ip_9306,12063.6,-228.89,2,transaction exceeds balance
tx0155,2025-10-01T17:42:00Z,acct_1069,user_1259,merc_9120,81.17,USD,digital_goods,FR,web,dev_k3,ip_7519,12972.74,12891.57,1,multiple quick purchases
tx0156,2025-10-01T13:32:00Z,acct_1099,user_1090,merc_9157,9816.87,USD,books,RU,atm,dev_q6,ip_1422,8028.65,-1788.22,0,book purchase
tx0157,2025-10-01T12:02:00Z,acct_1128,user_1004,merc_9067,6034.52,USD,crypto_exchange,GB,web,dev_y5,ip_5401,6052.88,18.36,1,near-zero balance after transaction
tx0158,2025-10-01T18:30:00Z,acct_1032,user_1061,merc_9120,9406.42,USD,books,FR,web,dev_v9,ip_5096,13812.0,4405.58,0,restaurant meal
tx0159,2025-10-01T19:21:00Z,acct_1114,user_1113,merc_9035,4708.81,USD,crypto_exchange,DE,web,dev_x10,ip_6122,8328.6,3619.79,0,travel expense
tx0160,2025-10-01T16:38:00Z,acct_1112,user_1127,merc_9175,618.52,USD,clothing,IR,app,dev_o9,ip_5928,1580.49,961.97,0,travel expense
tx0161,2025-10-01T08:57:00Z,acct_1104,user_1294,merc_9138,13593.85,USD,restaurant,US,web,dev_q8,ip_1905,13612.3,18.45,1,near-zero balance after transaction
