step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
420,CASH_IN,64669.42,C4180599722,28774.52,93443.94,C7292376027,184681.95,184681.95,0
31,CASH_OUT,46920.27,C9954587710,94782.13,47861.86,C2802141793,8503.39,8503.39,0
72,TRANSFER,157505.67,C2918260963,175663.45,18157.78,M6932365592,0.00,0.00,1
657,CASH_OUT,56133.89,C5336127859,49330.84,0.00,C8418332121,99883.38,99883.38,1
430,TRANSFER,14601.39,C9663561486,91674.07,77072.68,C7645527239,75267.31,89868.70,0
322,PAYMENT,8439.71,C6691628146,145945.70,137505.99,M2129491690,0.00,0.00,0
151,PAYMENT,8870.09,C1400330495,38651.97,29781.88,M7948094928,0.00,0.00,0
634,TRANSFER,116292.70,C7965608188,167386.83,51094.13,C8497938394,184019.61,300312.31,0
415,DEBIT,12755.86,C4993808565,185229.38,172473.52,M3534186676,0.00,0.00,0
400,CASH_OUT,16195.68,C6237376063,39219.86,23024.18,C4915196257,114268.91,114268.91,0
96,PAYMENT,7.47,C2554039848,115511.97,115504.50,M9776500600,0.00,0.00,0
553,PAYMENT,12379.08,C6952554500,83902.80,71523.72,M8821456242,0.00,0.00,0
518,CASH_OUT,61659.35,C8281641403,70288.16,8628.81,M9288057824,0.00,0.00,1
667,PAYMENT,4382.76,C2854772804,67100.75,62717.99,M6659847491,0.00,0.00,0
242,CASH_IN,117326.67,C5129478722,44114.50,161441.17,C5281907480,64043.59,64043.59,0
643,CASH_OUT,14066.28,C1614685938,82711.86,68645.58,C9049270990,48965.01,48965.01,0
683,CASH_OUT,95419.69,C9432088993,97245.38,1825.69,C9438411468,10907.60,10907.60,0
533,PAYMENT,667.72,C4180599722,93443.94,92776.22,M9896529524,0.00,0.00,0
370,PAYMENT,102.79,C6171239466,120885.90,120783.11,M1257854279,0.00,0.00,0
64,PAYMENT,92.50,C3995732958,147066.36,146973.86,M8063693463,0.00,0.00,0
694,TRANSFER,25884.03,C6244338653,143080.06,117196.03,C6663846005,150525.70,176409.73,0
271,TRANSFER,10032.57,C2720484983,17689.27,7656.70,C8295757364,12589.90,22622.47,0
427,PAYMENT,11810.68,C5419627962,147133.55,135322.87,M7340036327,0.00,0.00,0
133,TRANSFER,89674.99,C9255898264,157076.34,67401.35,C2227193073,100945.87,190620.86,0
467,CASH_OUT,22354.49,C5689870435,160707.64,138353.15,C4262396395,9160.34,9160.34,0
122,PAYMENT,7309.04,C4034047118,114288.12,106979.08,M2115406331,0.00,0.00,0
42,PAYMENT,1811.99,C8160279830,129130.44,127318.45,M6313472215,0.00,0.00,0
498,TRANSFER,188889.24,C6110943464,164662.96,0.00,M6401844042,0.00,0.00,1
221,TRANSFER,17898.64,C4163119785,24392.31,6493.67,C7625464411,17015.80,34914.44,1
493,TRANSFER,116222.74,C7406579219,117597.85,1375.11,C6797436140,17415.18,133637.92,0
487,CASH_OUT,2585.47,C9673185158,118775.43,116189.96,C8991514523,98377.30,98377.30,0
652,PAYMENT,18233.37,C6582557981,57841.69,39608.32,M1413599241,0.00,0.00,0
334,TRANSFER,138851.03,C6789292252,120727.20,0.00,C6623360831,140670.82,140670.82,1
47,DEBIT,19114.90,C1553155490,170760.81,151645.91,M7713758036,0.00,0.00,0
170,TRANSFER,45015.30,C9958044697,72513.71,27498.41,C9103115140,63936.22,108951.52,0
127,PAYMENT,7452.96,C5036200310,165796.32,158343.36,M8030400668,0.00,0.00,0
55,TRANSFER,44035.30,C5183211669,82902.80,38867.50,C5022964382,106504.17,150539.47,0
20,TRANSFER,52876.71,C6289150149,65856.95,12980.24,M8443061472,0.00,0.00,1
594,CASH_OUT,26906.72,C6974875750,179015.83,152109.11,C4500557310,6325.64,6325.64,0
47,DEBIT,1157.79,C3260842187,62496.16,61338.37,M6744039057,0.00,0.00,0
25,PAYMENT,214.06,C8833399096,95142.40,94928.34,M9021793855,0.00,0.00,0
102,PAYMENT,13999.98,C2825957977,172517.53,158517.55,M2187592160,0.00,0.00,0
158,PAYMENT,8564.13,C7186766399,100250.29,91686.16,M5156392601,0.00,0.00,0
334,TRANSFER,78154.88,C6218955985,101337.93,23183.05,C5071218314,164404.61,164404.61,1
265,CASH_OUT,5963.71,C4034047118,106979.08,101015.37,C3363629219,40415.81,40415.81,0
612,PAYMENT,3063.37,C8719734235,151048.75,147985.38,M2303835765,0.00,0.00,0
118,TRANSFER,95353.27,C9493209128,133463.28,38110.01,M2711123163,0.00,0.00,1
20,TRANSFER,104157.65,C2295574037,106571.09,2413.44,C9333798503,34580.50,34580.50,1
312,PAYMENT,753.60,C5714169271,20344.43,19590.83,M6865994703,0.00,0.00,0
146,CASH_IN,38282.09,C5428082088,7254.18,45536.27,C4145461251,182450.56,182450.56,0
434,TRANSFER,34169.33,C3710566582,37106.86,2937.53,C2181241943,163450.14,197619.47,0
636,CASH_OUT,158393.37,C9697354961,168307.86,9914.49,C1245522987,160203.99,160203.99,1
697,PAYMENT,7690.98,C1586412136,65459.19,57768.21,M5919148165,0.00,0.00,0
523,TRANSFER,59680.19,C1065857791,80122.96,20442.77,M1647181551,0.00,0.00,1
144,CASH_IN,4885.62,C8316205130,143144.64,148030.26,C4277581356,0.00,0.00,0
517,PAYMENT,9211.44,C4308701294,21872.98,12661.54,M6498703287,0.00,0.00,0
464,TRANSFER,117254.78,C5923940434,99410.89,0.00,C6214917780,167847.55,167847.55,1
709,TRANSFER,28015.57,C5130589741,39750.28,11734.71,M6515490818,0.00,0.00,1
570,CASH_OUT,51167.09,C5125568431,137568.64,86401.55,C1149460439,150707.66,150707.66,0
665,TRANSFER,127883.89,C1684598046,132224.67,4340.78,C1036351450,8413.75,136297.64,0
456,PAYMENT,16481.64,C9147687657,180234.97,163753.33,M7928143230,0.00,0.00,0
367,CASH_OUT,192939.30,C8497938394,300312.31,107373.01,C5569295400,34347.43,34347.43,0
128,DEBIT,1815.99,C4242550727,68709.23,66893.24,M3508990774,0.00,0.00,0
21,TRANSFER,5271.57,C6156843353,63388.75,58117.18,C4398953973,139873.10,145144.67,0
629,CASH_OUT,191356.66,C1662976399,199167.27,7810.61,C6385791669,90177.17,90177.17,0
372,TRANSFER,165195.90,C8388580360,138571.85,0.00,M5985331805,0.00,0.00,1
114,TRANSFER,14440.60,C7896596272,20781.46,6340.86,C4530959836,175735.45,190176.05,0
580,TRANSFER,62220.33,C3667292043,76441.42,14221.09,C8370987661,14077.63,76297.96,0
67,CASH_OUT,128407.82,C3725152347,120633.09,0.00,M3566125120,0.00,0.00,1
695,CASH_OUT,195766.20,C3550908958,188175.18,0.00,C3058982440,71783.67,71783.67,1
3,TRANSFER,298.65,C3169561289,27286.13,26987.48,C2941289685,74084.09,74382.74,0
331,CASH_IN,64247.83,C5763350700,85464.77,149712.60,C7045593274,79838.26,79838.26,0
478,TRANSFER,11233.64,C9894264595,47757.31,36523.67,C2994056084,194174.15,205407.79,0
431,PAYMENT,2251.00,C5092199300,21748.93,19497.93,M3072183247,0.00,0.00,0
586,CASH_IN,22693.80,C4207337120,60910.83,83604.63,C4635552887,174358.74,174358.74,0
77,PAYMENT,57.77,C4673457063,146488.21,146430.44,M2518433834,0.00,0.00,0
641,CASH_OUT,101665.05,C4972536230,100345.65,0.00,M6606958660,0.00,0.00,1
257,CASH_OUT,179216.37,C6405851839,161337.45,0.00,M3107992942,0.00,0.00,1
243,CASH_OUT,17021.23,C9858643842,25442.35,8421.12,C8419590655,92987.27,92987.27,0
593,TRANSFER,182210.91,C3142452709,159130.35,0.00,C6687206971,139407.55,139407.55,1
131,CASH_OUT,96322.01,C7380780055,105164.27,8842.26,C3894673596,5823.48,5823.48,1
58,PAYMENT,144.62,C5182110973,76763.29,76618.67,M8667946580,0.00,0.00,0
421,TRANSFER,158408.16,C6300607425,177595.58,19187.42,C6789292252,0.00,0.00,1
636,PAYMENT,4402.56,C3931997465,81173.19,76770.63,M3369412470,0.00,0.00,0
337,PAYMENT,7916.17,C2625792787,39744.73,31828.56,M2586712032,0.00,0.00,0
199,PAYMENT,2568.30,C2493660313,64680.83,62112.53,M6130446648,0.00,0.00,0
493,PAYMENT,15177.15,C4600630513,102333.29,87156.14,M3580582653,0.00,0.00,0
62,CASH_OUT,46521.30,C2486744752,52932.97,6411.67,C8001729836,116865.24,116865.24,1
555,PAYMENT,1655.62,C1754603440,148516.93,146861.31,M6498703287,0.00,0.00,0
9,TRANSFER,8454.46,C8826851692,41801.91,33347.45,C8380507338,14174.79,22629.25,0
573,PAYMENT,9384.10,C8274273035,155821.58,146437.48,M4160161496,0.00,0.00,0
207,PAYMENT,11220.90,C1613549255,191820.75,180599.85,M6515490818,0.00,0.00,0
479,PAYMENT,23013.56,C2158638062,155532.33,132518.77,M3119908041,0.00,0.00,0
631,CASH_OUT,168852.02,C5659161352,146157.87,0.00,M4125758723,0.00,0.00,1
4,TRANSFER,6670.36,C3057629778,186788.37,180118.01,C6789292252,0.00,6670.36,0
493,CASH_IN,77358.64,C5560712830,174359.80,251718.44,C5035765954,158611.04,158611.04,0
211,CASH_OUT,8.77,C4460967357,104227.82,104219.05,C2963288053,162570.20,162570.20,0
367,TRANSFER,4763.03,C1913706213,4797.36,34.33,M1306420495,0.00,0.00,1
45,PAYMENT,885.42,C8151583833,63297.71,62412.29,M1811839103,0.00,0.00,0
269,PAYMENT,565.61,C4907446848,174851.08,174285.47,M6992094064,0.00,0.00,0
23,CASH_OUT,26579.33,C9333798503,34580.50,8001.17,M9065458220,0.00,0.00,1
114,PAYMENT,2800.23,C5376302686,101119.22,98318.99,M1676220116,0.00,0.00,0
382,DEBIT,37590.90,C7340498236,141978.98,104388.08,M6525576685,0.00,0.00,0
67,TRANSFER,119449.85,C6698759353,134349.51,14899.66,M8218146534,0.00,0.00,1
614,TRANSFER,58058.08,C9433570024,90645.72,32587.64,C8763140509,104813.95,162872.03,0
549,CASH_OUT,145967.89,C9467483275,173763.71,27795.82,M3846182436,0.00,0.00,1
521,DEBIT,29327.96,C3367665472,151555.32,122227.36,M8102481401,0.00,0.00,0
680,PAYMENT,2877.87,C8257484586,97326.06,94448.19,M4641902461,0.00,0.00,0
532,PAYMENT,11211.24,C4485356009,34160.31,22949.07,M2625035499,0.00,0.00,0
507,TRANSFER,73008.31,C5785481124,106224.35,33216.04,C9433570024,32587.64,105595.95,0
213,TRANSFER,65277.15,C1553753599,76526.60,11249.45,M2228388623,0.00,0.00,1
586,TRANSFER,116940.94,C9333490239,108700.23,0.00,C2602884797,11210.89,11210.89,1
532,TRANSFER,35627.17,C4455798713,68569.60,32942.43,C6358023411,191121.14,226748.31,0
479,PAYMENT,1438.30,C7799567490,187701.09,186262.79,M1857561275,0.00,0.00,0
26,TRANSFER,45189.54,C8669484644,60967.32,15777.78,M2391874847,0.00,0.00,1
526,PAYMENT,153.27,C7019900273,54883.71,54730.44,M3566125120,0.00,0.00,0
74,TRANSFER,84266.16,C3567900251,144914.13,60647.97,C3362646960,36949.30,121215.46,0
257,CASH_OUT,11634.16,C2126077199,99265.75,87631.59,C4631048029,80124.86,80124.86,0
619,CASH_IN,77298.78,C8719734235,147985.38,225284.16,C4956843441,195120.21,195120.21,0
268,CASH_OUT,96887.48,C4026379752,107425.30,10537.82,M9822499208,0.00,0.00,1
594,PAYMENT,24413.92,C8852676046,85180.45,60766.53,M9625656293,0.00,0.00,0
153,PAYMENT,4848.50,C1667483244,27884.66,23036.16,M5985331805,0.00,0.00,0
529,TRANSFER,127312.67,C3520417815,154073.56,26760.89,C1870644102,146328.10,273640.77,0
349,PAYMENT,14073.29,C9343730920,63499.24,49425.95,M6820149016,0.00,0.00,0
715,PAYMENT,12.24,C6155234610,116383.72,116371.48,M8366710477,0.00,0.00,0
143,PAYMENT,5436.94,C3169561289,26987.48,21550.54,M3508990774,0.00,0.00,0
675,PAYMENT,10902.98,C3420721027,134013.22,123110.24,M5815678365,0.00,0.00,0
414,TRANSFER,61939.19,C6884333221,137167.16,75227.97,C5536224717,182670.77,244609.96,0
582,DEBIT,14417.13,C9633533290,130951.57,116534.44,M8144352013,0.00,0.00,0
618,TRANSFER,6070.77,C8033062794,191176.69,185105.92,C6955593943,194778.35,200849.12,0
401,TRANSFER,176236.14,C9974165440,149230.11,0.00,M8778927211,0.00,0.00,1
312,TRANSFER,39806.37,C9493209128,38110.01,0.00,M4390543744,0.00,0.00,1
192,TRANSFER,112054.72,C5638860656,132522.45,20467.73,M5412437658,0.00,0.00,1
466,CASH_OUT,147559.59,C9908115095,162971.73,15412.14,C6628158856,1139.61,1139.61,1
114,TRANSFER,223531.07,C1261903104,194072.13,0.00,M9773795424,0.00,0.00,1
211,CASH_OUT,3490.68,C1304205279,196250.32,192759.64,C9974165440,0.00,0.00,0
589,TRANSFER,86960.73,C3483827971,113213.76,26253.03,C7527316141,66256.13,153216.86,0
283,CASH_OUT,94001.10,C3147818256,93773.76,0.00,C7540301973,53163.13,53163.13,1
337,CASH_OUT,26295.73,C6038780151,34922.77,8627.04,C8322868827,52250.52,52250.52,0
295,DEBIT,6339.27,C4586784711,102812.13,96472.86,M8869140487,0.00,0.00,0
180,PAYMENT,4482.96,C2670036982,126404.22,121921.26,M4820942294,0.00,0.00,0
675,CASH_OUT,62129.86,C1288765093,75782.20,13652.34,C3434757387,194144.81,194144.81,1
281,TRANSFER,519.48,C9078786223,187829.59,187310.11,C7229869819,41947.83,42467.31,0
223,PAYMENT,241.92,C8991514523,98377.30,98135.38,M5734228580,0.00,0.00,0
378,TRANSFER,88503.33,C8252045593,113114.92,24611.59,M7951820749,0.00,0.00,1
46,PAYMENT,2995.66,C8390631634,168381.57,165385.91,M1442421654,0.00,0.00,0
409,PAYMENT,214.22,C7887950851,187484.18,187269.96,M9977193987,0.00,0.00,0
140,CASH_OUT,545.34,C7508080884,171671.13,171125.79,C7915226263,30227.12,30227.12,0
562,CASH_OUT,38128.92,C2850820685,196733.68,158604.76,C9410288290,189788.18,189788.18,0
286,PAYMENT,556.57,C4131575764,1785.97,1229.40,M8058679999,0.00,0.00,0
128,PAYMENT,10612.05,C5310195918,199686.71,189074.66,M2839566253,0.00,0.00,0
158,PAYMENT,19475.29,C5281907480,64043.59,44568.30,M9918338001,0.00,0.00,0
546,CASH_OUT,199239.33,C9539945315,195235.81,0.00,C9945002229,1015.52,1015.52,1
106,PAYMENT,33.34,C9807209816,97074.06,97040.72,M6659847491,0.00,0.00,0
387,DEBIT,1450.30,C2965718821,120888.05,119437.75,M1676220116,0.00,0.00,0
17,CASH_IN,3983.05,C2431779064,118857.52,122840.57,C4594787485,43399.62,43399.62,0
686,CASH_OUT,75769.90,C3196545325,73416.58,0.00,C3532855799,177945.28,177945.28,1
46,PAYMENT,389.93,C6628158856,1139.61,749.68,M1888107487,0.00,0.00,0
213,PAYMENT,1009.50,C3412273600,90009.15,88999.65,M1692044390,0.00,0.00,0
109,PAYMENT,2.48,C4662861038,182640.85,182638.37,M4908108692,0.00,0.00,0
218,PAYMENT,9689.38,C8841851495,188369.00,178679.62,M7713758036,0.00,0.00,0
378,CASH_OUT,163600.58,C8598503901,172249.57,8648.99,M5694439775,0.00,0.00,1
550,DEBIT,2409.88,C2877279755,195170.65,192760.77,M4689605624,0.00,0.00,0
98,CASH_IN,63776.44,C8761469117,157869.65,221646.09,C6804850108,118432.63,118432.63,0
711,CASH_OUT,86200.04,C4325878813,83431.35,0.00,M1857561275,0.00,0.00,1
19,TRANSFER,75078.03,C7525240100,162783.14,87705.11,C7633342225,76559.80,151637.83,0
239,CASH_OUT,42.65,C8995970241,172731.53,172688.88,C9035194895,139222.83,139222.83,0
128,CASH_OUT,69812.86,C1387652480,92690.37,22877.51,C3698305085,189950.78,189950.78,0
62,TRANSFER,102576.64,C3358880404,100464.92,0.00,M1504729135,0.00,0.00,1
613,PAYMENT,302.62,C5751366455,98295.92,97993.30,M4952177946,0.00,0.00,0
326,CASH_OUT,34383.56,C3128675098,50119.27,15735.71,C7631970791,110222.57,110222.57,0
296,PAYMENT,2371.35,C1051354601,38890.01,36518.66,M8144352013,0.00,0.00,0
211,DEBIT,30725.98,C1304205279,192759.64,162033.66,M3223687972,0.00,0.00,0
713,TRANSFER,16491.47,C5182110973,76618.67,60127.20,C9470922075,89176.41,105667.88,0
453,PAYMENT,22522.10,C2317723211,109522.51,87000.41,M9773795424,0.00,0.00,0
54,PAYMENT,131.54,C3365835550,98289.12,98157.58,M9410569618,0.00,0.00,0
607,CASH_OUT,44962.94,C3365835550,98157.58,53194.64,C7818568548,40386.40,40386.40,0
437,PAYMENT,1132.87,C6661014794,88421.11,87288.24,M8325043570,0.00,0.00,0
181,PAYMENT,2857.48,C8471762590,8139.78,5282.30,M9441870024,0.00,0.00,0
493,TRANSFER,27476.36,C7004510516,29843.29,2366.93,C2087974350,129890.28,129890.28,1
444,CASH_OUT,36.83,C2914590233,15280.07,15243.24,C8458717057,183542.43,183542.43,0
391,PAYMENT,7983.78,C8178927766,72666.86,64683.08,M6361225622,0.00,0.00,0
157,PAYMENT,1846.15,C8487449580,109589.80,107743.65,M9068916300,0.00,0.00,0
291,TRANSFER,2509.50,C9623534576,21102.84,18593.34,C6509985983,26543.43,29052.93,0
481,CASH_OUT,94367.01,C1939042955,88592.19,0.00,M5315720088,0.00,0.00,1
415,DEBIT,6090.52,C2308638549,164273.07,158182.55,M6313472215,0.00,0.00,0
316,TRANSFER,158.44,C1370292681,10625.46,10467.02,C6638034087,70552.75,70711.19,0
128,TRANSFER,32252.56,C3878201524,178826.02,146573.46,C5728897164,48950.05,81202.61,0
262,CASH_OUT,43074.12,C5150090143,63696.98,20622.86,C7602474923,32393.21,32393.21,0
378,TRANSFER,101795.19,C5403510324,187432.59,85637.40,C1257324536,83171.09,184966.28,0
249,DEBIT,22632.82,C2237386857,151148.59,128515.77,M3605446007,0.00,0.00,0
661,TRANSFER,113962.51,C5689870435,138353.15,24390.64,C3933213766,57674.54,57674.54,1
679,PAYMENT,9508.38,C6317152031,32569.45,23061.07,M3595066420,0.00,0.00,0
394,TRANSFER,47157.69,C9461708554,75547.52,28389.83,C3343292475,74343.90,121501.59,0
194,PAYMENT,11116.54,C8991977937,101882.98,90766.44,M6790024996,0.00,0.00,0
513,TRANSFER,14990.04,C7525240100,87705.11,72715.07,C7103588071,187617.92,202607.96,0
422,DEBIT,384.44,C1725783958,68723.13,68338.69,M7512767226,0.00,0.00,0
587,PAYMENT,13227.30,C4361393222,138759.05,125531.75,M5067400473,0.00,0.00,0
408,PAYMENT,1.02,C7760554363,47240.95,47239.93,M7717262223,0.00,0.00,0
72,PAYMENT,12625.27,C2076341629,76919.01,64293.74,M5585110649,0.00,0.00,0
175,TRANSFER,117243.05,C3799264931,123244.20,6001.15,M8325043570,0.00,0.00,1
581,PAYMENT,15690.91,C5160575046,98281.10,82590.19,M6651754819,0.00,0.00,0
197,CASH_OUT,10594.83,C1370292681,10467.02,0.00,M1306420495,0.00,0.00,1
171,TRANSFER,79960.71,C6805759868,111859.24,31898.53,M9444143872,0.00,0.00,1
497,PAYMENT,13346.85,C1676168421,111603.98,98257.13,M6558769264,0.00,0.00,0
8,CASH_OUT,2331.93,C3710566582,2937.53,605.60,C3476426797,116431.14,116431.14,0
385,CASH_IN,128510.42,C4325878813,0.00,128510.42,C3846570058,9806.27,9806.27,0
