transaction_id,timestamp,account_id,payer_id,payee_id,amount,currency,merchant_category,country,channel,device_id,ip_hash,balance_before,balance_after,label,notes
tx0057,2025-10-01T18:22:00Z,acct_1062,user_1057,merc_9044,6294.83,USD,subscription,US,app,dev_p2,ip_1071,8026.13,1731.3,0,normal grocery
tx0058,2025-10-02T14:46:00Z,acct_1020,user_1073,merc_9039,7757.16,USD,digital_goods,US,web,dev_r7,ip_9934,11930.61,4173.45,0,book purchase
tx0059,2025-10-02T02:04:00Z,acct_1057,user_1039,merc_9076,7627.61,USD,consulting,DE,mobile,dev_t1,ip_9989,19202.97,11575.36,0,monthly subscription
tx0060,2025-10-01T23:49:00Z,acct_1085,user_1011,merc_9021,4699.65,USD,clothing,FR,web,dev_c3,ip_44,8182.18,3482.53,0,normal grocery
tx0061,2025-10-03T16:26:00Z,acct_1037,user_1091,merc_9037,6476.7,USD,airfare,NG,app,dev_i10,ip_3242,8514.28,2037.58,0,restaurant meal
tx0062,2025-10-02T02:36:00Z,acct_1019,user_1010,merc_9008,3041.61,USD,consulting,US,mobile,dev_x10,ip_4729,8794.29,5752.68,0,book purchase
tx0063,2025-10-03T00:05:00Z,acct_1065,user_1070,merc_9064,2290.02,USD,consulting,NG,app,dev_b7,ip_5281,12082.2,9792.18,0,travel expense
tx0064,2025-10-01T14:14:00Z,acct_1003,user_1098,merc_9087,5853.71,USD,wire,CA,app,dev_p9,ip_7246,18323.13,12469.42,0,book purchase
tx0065,2025-10-01T10:31:00Z,acct_1061,user_1045,merc_9053,9451.99,USD,digital_goods,GB,mobile,dev_f6,ip_6745,13879.6,4427.61,0,travel expense
tx0066,2025-10-02T12:13:00Z,acct_1059,user_1012,merc_9041,8693.81,USD,digital_goods,CA,mobile,dev_y7,ip_8432,16502.05,7808.24,0,book purchase
tx0067,2025-10-01T16:18:00Z,acct_1007,user_1025,merc_9067,2881.0,USD,crypto_exchange,GB,atm,dev_y1,ip_3336,5355.78,2474.78,0,book purchase
tx0068,2025-10-02T15:31:00Z,acct_1004,user_1081,merc_9078,8414.22,USD,subscription,FR,web,dev_r1,ip_9049,8171.65,-242.57,0,normal grocery
tx0069,2025-10-02T02:39:00Z,acct_1016,user_1083,merc_9020,8288.13,USD,clothing,IR,mobile,dev_w5,ip_6808,16697.78,8409.65,2,wire to high-risk country
tx0070,2025-10-02T04:18:00Z,acct_1009,user_1036,merc_9099,14508.01,USD,clothing,DE,mobile,dev_i1,ip_4635,14526.5,18.49,1,near-zero balance after transaction
tx0071,2025-10-03T12:18:00Z,acct_1058,user_1069,merc_9062,1887.34,USD,clothing,GB,mobile,dev_y9,ip_6181,9117.79,7230.45,0,monthly subscription
tx0072,2025-10-01T13:04:00Z,acct_1030,user_1100,merc_9053,2.98,USD,crypto_exchange,US,mobile,dev_w7,ip_6326,19768.51,19765.53,1,repeated small micro-charges
tx0073,2025-10-01T18:13:00Z,acct_1017,user_1065,merc_9076,8709.46,USD,crypto_exchange,GB,app,dev_d9,ip_7487,326.65,-8382.81,0,monthly subscription
tx0074,2025-10-04T09:53:00Z,acct_1061,user_1034,merc_9044,8874.5,USD,digital_goods,RU,atm,dev_k9,ip_6227,19083.71,10209.21,0,book purchase
tx0075,2025-10-03T00:54:00Z,acct_1005,user_1080,merc_9009,2.77,USD,airfare,FR,mobile,dev_x2,ip_7111,19567.19,19564.42,1,repeated small micro-charges
tx0076,2025-10-02T07:13:00Z,acct_1004,user_1006,merc_9042,6818.32,USD,restaurant,US,mobile,dev_l7,ip_2386,4899.06,-1919.26,0,monthly subscription
tx0077,2025-10-03T23:32:00Z,acct_1023,user_1011,merc_9079,2554.01,USD,crypto_exchange,DE,web,dev_s3,ip_3805,9233.78,6679.77,0,normal grocery
tx0078,2025-10-02T11:12:00Z,acct_1037,user_1087,merc_9070,2501.73,USD,crypto_exchange,US,app,dev_l10,ip_4902,12786.0,10284.27,0,restaurant meal
tx0079,2025-10-02T21:29:00Z,acct_1050,user_1062,merc_9014,9779.47,USD,consulting,FR,atm,dev_l10,ip_4848,19853.99,10074.52,0,book purchase
tx0080,2025-10-02T02:41:00Z,acct_1002,user_1073,merc_9088,1902.13,USD,subscription,US,atm,dev_y4,ip_9947,16042.6,14140.47,0,restaurant meal
tx0081,2025-10-02T07:59:00Z,acct_1081,user_1013,merc_9081,2951.81,USD,crypto_exchange,US,mobile,dev_b10,ip_5978,14652.55,11700.74,0,book purchase
tx0082,2025-10-02T03:14:00Z,acct_1026,user_1017,merc_9070,1152.58,USD,wire,GB,mobile,dev_i8,ip_4836,14936.26,13783.68,0,normal grocery
tx0083,2025-10-04T15:49:00Z,acct_1097,user_1029,merc_9087,3686.49,USD,digital_goods,DE,mobile,dev_z7,ip_229,5303.88,1617.39,0,restaurant meal
tx0084,2025-10-03T01:16:00Z,acct_1049,user_1082,merc_9048,6476.88,USD,crypto_exchange,US,web,dev_a10,ip_9199,6573.57,96.69,0,book purchase
tx0085,2025-10-04T09:46:00Z,acct_1084,user_1053,merc_9015,43.39,USD,grocery,US,app,dev_j8,ip_1903,1961.9,1918.51,1,multiple quick purchases
tx0086,2025-10-03T20:33:00Z,acct_1054,user_1076,merc_9096,6903.12,USD,digital_goods,US,atm,dev_p10,ip_6687,18782.28,11879.16,0,monthly subscription
tx0087,2025-10-01T20:31:00Z,acct_1057,user_1031,merc_9047,1222.48,USD,clothing,US,mobile,dev_u6,ip_993,7974.83,6752.35,0,book purchase
tx0088,2025-10-02T13:30:00Z,acct_1085,user_1028,merc_9083,19758.43,USD,grocery,RU,app,dev_z6,ip_3991,19776.64,18.21,1,near-zero balance after transaction
tx0089,2025-10-02T02:00:00Z,acct_1030,user_1043,merc_9100,6610.92,USD,subscription,US,app,dev_e3,ip_8851,5028.07,-1582.85,0,normal grocery
tx0090,2025-10-04T01:02:00Z,acct_1002,user_1046,merc_9031,1137.38,USD,grocery,RU,mobile,dev_f5,ip_859,2552.64,1415.26,0,normal grocery
tx0091,2025-10-01T16:19:00Z,acct_1058,user_1100,merc_9047,15471.82,USD,crypto_exchange,IR,app,dev_q4,ip_711,14550.32,-18.95,2,transaction exceeds balance
tx0092,2025-10-04T10:53:00Z,acct_1062,user_1052,merc_9055,2750.88,USD,crypto_exchange,US,atm,dev_c2,ip_5278,12173.78,9422.9,0,travel expense
tx0093,2025-10-04T11:17:00Z,acct_1092,user_1042,merc_9049,1982.71,USD,crypto_exchange,RU,mobile,dev_q10,ip_7049,2001.59,18.88,1,near-zero balance after transaction
tx0094,2025-10-03T11:07:00Z,acct_1093,user_1028,merc_9056,4268.21,USD,books,NG,web,dev_k8,ip_6533,8331.47,4063.26,0,restaurant meal
tx0095,2025-10-04T16:05:00Z,acct_1020,user_1088,merc_9061,1302.02,USD,digital_goods,US,app,dev_c7,ip_1583,14896.89,13594.87,0,normal grocery
tx0096,2025-10-04T05:17:00Z,acct_1072,user_1072,merc_9043,3517.11,USD,restaurant,US,atm,dev_v7,ip_843,19368.6,15851.49,0,travel expense
tx0097,2025-10-04T12:36:00Z,acct_1028,user_1020,merc_9085,2262.36,USD,digital_goods,NG,web,dev_l9,ip_6023,2315.41,53.05,0,book purchase
tx0098,2025-10-02T08:47:00Z,acct_1099,user_1080,merc_9079,41.59,USD,consulting,IR,app,dev_v5,ip_475,3624.71,3583.12,1,multiple quick purchases
tx0099,2025-10-02T05:30:00Z,acct_1019,user_1073,merc_9085,4198.91,USD,wire,DE,app,dev_x1,ip_1504,14927.31,10728.4,0,restaurant meal
tx0100,2025-10-04T18:54:00Z,acct_1048,user_1040,merc_9093,6619.72,USD,grocery,GB,app,dev_e3,ip_816,13485.89,6866.17,0,book purchase
